
ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
765,49690,,แหลมฉบังคลินิกทันตกรรม,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
766,49697,,คลินิกเวชกรรมวิภารามแหลมฉบัง สหพัฒน์,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
767,49799,,คลินิกทันตกรรมดับเบิ้ลยู,,ท่าบุญมี,เกาะจันทร์,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
768,49921,,คลินิกเวชกรรมกรุงเทพระยอง สาขาบ่อวิน 2,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
769,49930,,เอสธาร่า คลินิกเวชกรรม,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
770,49941,,คลินิกเวชกรรมกรุงเทพระยอง สาขาหนองชาก บ้านบึง ชลบุรี,,หนองชาก,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
771,49978,,จอมเทียนเมดิคอลคลินิกเวชกรรม,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
772,51191,,มินิฮาร์ท คลินิกการพยาบาลและการผดุงครรภ์,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
773,51248,,คลินิกทันตกรรมบางเสร่สไมล์,,บางเสร่,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
777,51369,,คลินิกทันตกรรม ทีเจสไมล์,,บางละมุง,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
778,51486,,คลินิกทันตกรรมเด็นทอลดี,,ดอนหัวฬ่อ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
781,51666,,คลินิกเวชกรรมพญาไท บางพระ,,บางพระ,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
783,51976,,คลินิกทันตกรรมอมตะ,,ดอนหัวฬ่อ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
784,51979,,คลินิกทันตกรรมนาพร้าว,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
785,51988,,คลินิกทันตกรรมบ่อวินเด็นทัลแคร์,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
786,52017,,คลินิกทันตกรรมสไมล์แอทโฮม,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
787,52072,,คลินิกเวชกรรมนิคมอุตสาหกรรม,,เขาไม้แก้ว,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
789,52153,,คลินิกทันตกรรมเมเปิ้ล,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
790,52189,,หมอตรี คลินิกเวชกรรม,,พลูตาหลวง,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
792,52265,,ขนิษฐาคลินิกการพยาบาลและการผดุงครรภ์,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
803,53155,,คลินิกทันตกรรมกรีน,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
804,53405,,แฮปปี้คลินิกการพยาบาลและการผดุงครรภ์,,หนองขยาด,พนัสนิคม,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
809,53878,,คลินิกเวชกรรมหมอณัฐ,,ดอนหัวฬ่อ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
819,54362,,ใบบุญคลินิกเวชกรรม,,สัตหีบ,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
820,54368,,มูฟอัพ สหคลินิก,,ดอนหัวฬ่อ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
821,54408,,คลินิกทันตกรรม ไคด์เนส,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
822,54423,,กึ๊ดคิด สหคลินิก,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
824,54484,,เมดิสปายสหคลินิก สาขาเครือสหพัฒน์,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
825,54577,,คลินิกทันตกรรมพีซี,,ดอนหัวฬ่อ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
826,54655,,คลินิกทันตกรรมทันตแพทย์จุฬา,,หนองตำลึง,พานทอง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
827,54738,,คลินิกทันตกรรมเอสซี สาขาบ้านบึง,,บ้านบึง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
828,54740,,หนองมนทันตเวช คลินิกทันตกรรม,,แสนสุข,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
829,54755,,คลินิกทันตกรรมฮาร์เบอร์,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
830,54785,,คลินิกทันตกรรมนัดยิ้ม,,บางพระ,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
833,54869,,คลินิกทันตกรรม ทูธ สตูดิโอ,,เขาคันทรง,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
836,55053,,คลินิกทันตกรรมไบร์ทเธอร์ สไมล์,,คลองตำหรุ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
837,55102,,คลินิกทันตกรรมแซสซี่สไมล์ เลค คอมมูน,,โป่ง,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
838,55140,,คลินิกทันตกรรมเอสเต้(พัทยา),,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
839,55153,,คลินิกทันตกรรมบิ๊กสไมล์,,บางละมุง,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
840,55154,,คลินิกทันตกรรมเมอรี่เด็นท์,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
845,55325,,คลินิกทันตกรรมแฮปปี้สมาย,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
847,55348,,คลินิกทันตกรรมเอฟเค เดนทัลคลินิก 2,,เขาคันทรง,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
849,55361,,คลินิกทันตกรรม สกายไลฟ์,,ดอนหัวฬ่อ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
851,55523,,คลินิกทันตกรรมโอนลี่ยู,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
852,55576,,เฮียคลินิกทันตกรรม,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
853,55807,,สหคลินิกสมิติเวชชลบุรี,,เหมือง,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
854,55833,,คลินิกทันตกรรมศิริ,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
855,55861,,อารียาคลินิกการพยาบาลและการผดุงครรภ์,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
856,55886,,คลินิกทันตกรรมบีสไมล์,,โป่ง,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
858,56026,,คลินิกทันตกรรม แอท ยู ไทยซัมมิท ฮาร์เนส,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
859,56035,,สิรินคลินิกการพยาบาลและการผดุงครรภ์,,สัตหีบ,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
860,56055,,คลินิกเวชกรรมไตเทียมพัทยา,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน),
861,77440,,ศูนย์บริการสาธารณสุขเทศบาลเมืองบ้านสวน 2,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐนอก สธ.(อปท.),สถานบริการสังกัดองค์กรปกครองส่วนท้องถิ่น(อปท.),
862,77442,,ศูนย์บริการสุขภาพ สาขานาเกลือ,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดสภากาชาดไทย,
865,77568,,ศูนย์ส่งเสริมฟื้นฟูสุขภาพผู้สูงอายุ สภากาชาดไทย,,บางพระ,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,รัฐพิเศษ,สังกัดสภากาชาดไทย,
866,77606,,ศูนย์บริการสุขภาพ สาขา หนองค้อ,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดสภากาชาดไทย,
867,77658,,ศูนย์แพทย์ชุมชนตำบลบ้านบึง,,บ้านบึง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐในสธ.(สังกัด สป.),ศูนย์สุขภาพชุมชน(ในสังกัด สป.สธ.),
868,77693,,ศูนย์ประกันสุขภาพ สาขานาเกลือ,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐในสธ.(สังกัด สป.),ศูนย์สุขภาพชุมชน(ในสังกัด สป.สธ.),
869,77763,,ศูนย์บริการสุขภาพ สาขา พัทยาใต้,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดหน่วยราชการอิสระ,
870,99760,,ศูนย์บริการสาธารณสุข2,,บางละมุง,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,รัฐในสธ.(สังกัด สป.),ศูนย์สุขภาพชุมชน(ในสังกัด สป.สธ.),
871,99843,,ศูนย์บริการสุขภาพ สาขา สหพัฒน์,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดหน่วยราชการอิสระ,
872,99844,,ศูนย์ประกันสุขภาพ สาขาพัทยา,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,รัฐพิเศษ,สังกัดหน่วยราชการอิสระ,
873,99845,,ศูนย์บริการสุขภาพ สาขา บ่อวิน,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดหน่วยราชการอิสระ,
874,99846,,ศูนย์บริการสุขภาพ สาขา แหลมฉบัง,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดหน่วยราชการอิสระ,
875,99847,,ศูนย์บริการสุขภาพ สาขา พัทยา-สุขุมวิท,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดหน่วยราชการอิสระ,
876,99882,,ศูนย์บริการสุขภาพ สาขา ศรีราชา,,ศรีราชา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการภาครัฐที่ยังไม่ขอขึ้นทะเบียนหน่วยบริการ,,,รัฐพิเศษ,สังกัดสภากาชาดไทย,
877,99980,,ศูนย์สุขภาพชุมชนตำบลกุฎโง้ง,,กุฎโง้ง,พนัสนิคม,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,รัฐในสธ.(สังกัด สป.),สถานีอนามัย (สอ.),
878,99981,,ศูนย์สุขภาพชุมชนพลูตาหลวง,,พลูตาหลวง,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,รัฐในสธ.(สังกัด สป.),สถานีอนามัย (สอ.),
883,CA0000789,,พีเคคลินิกเวชกรรม,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
891,CA0001366,,เดอ ออร่า คลินิกเวชกรรม,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
917,D0634,,เภสัชชุมชนเอกเจริญ,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
919,D0636,,สกรีนฟาร์มาซีพลัส,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
933,D1464,,ร้านยาต้นอ้อ,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
947,D1739,,PHARM SEE ME,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
948,D1770,,เมดิซีนแอทโฮม,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
953,D1815,,บู๊ทส์-ดิ อเวนิว พัทยา,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
954,D1817,,บู๊ทส์-บิ๊กซี ชลบุรี 2,,ห้วยกะปิ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
955,D1818,,บู๊ทส์ สาขารอยัลการ์เด้น พัทยา,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
959,D1866,,บู๊ทส์ - เซ็นทรัลเฟสติวัล พัทยาบีช,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
960,D1870,,บู๊ทส์ - บิ๊กซี เอ็กซ์ตร้า พัทยากลาง,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
962,D1900,,บู๊ทส์-เซ็นทรัล พลาซ่า มารีน่า,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
968,D1955,,บู๊ทส์-เซ็นทรัลพัทยา บีช ชั้นจี,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
971,D1964,,บู๊ทส์-ตึกคอม พัทยาใต้,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
972,D1966,,บู๊ทส์-เทอมินอล 21 พัทยา,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
973,D1975,,บู๊ทส์-เทสโก้ โลตัส อมตะ,,คลองตำหรุ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
976,D1983,,FILL GOOD PHARMACY,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
994,D2060,,ดีฟาร์มาซี สาขาพานทอง,,พานทอง,พานทอง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1011,D2414,,วินฟาร์ม่า,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1020,D2491,,เอกดีฟาร์มาซี,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1031,D2649,,ตรีภพฟาร์มา,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1034,D2697,,มาลัยทองเวชภัณฑ์,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1040,D2782,,เอ็กซ์ต้า พลัส สาขากลางซอยสุขุมวิท 89,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1043,D2789,,ร้านยาเอ็กซ์ต้า พลัส สาขาเนินพลับหวานพลาซ่า,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1064,D3292,,บ้านยาพารากอน,,หนองบอนแดง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1081,D3457,,ปนัดดาเภสัช,,บ้านปึก,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1088,D3628,,จันทิมาเภสัช,,บ่อทอง,บ่อทอง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ร้านขายยาแผนปัจจุบัน,
1178,F0062,,มูลนิธิพระมหาไถ่เพื่อการพัฒนาคนพิการ,,นาวังหิน,พนัสนิคม,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1179,F0174,,เครือข่ายสมาคมหมออนามัยภาคตะวันออก,,บางปลาสร้อย,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1180,F0226,,สมาคมคนหูหนวกจังหวัดชลบุรี,,แสนสุข,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1181,F0227,,สมาคมคนตาบอดจังหวัดชลบุรี,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1182,F0228,,สมาคมคนพิการจังหวัดชลบุรี,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1183,F0233,,มูลนิธิเพื่อผู้ป่วยโรคมะเร็ง,,เสม็ด,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1184,F0300,,มูลนิธิสภาศูนย์การดำรงชีวิตอิสระคนพิการประเทศไทย,,โป่ง,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1188,F0415,,เครือข่ายสุขภาพและโอกาส,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,มูลนิธิ,
1190,G0467,,ชมรมผู้ปกครองลูกพิเศษเทศบาลตำบลเจ้าพระยาสุรศักดิ์,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1191,G0522,,ชมรมผู้สูงอายุตำบลบางเสร่,,บางเสร่,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1192,G0535,,ศูนย์การดำรงชีวิตอิสระของคนพิการจังหวัดชลบุรี,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1193,G0542,,ศูนย์เทศบาลตำบลเจ้าพระยาสุรศักดิ์เพื่อการดำรงชีวิตอิสระของคนพิการ,,หนองขาม,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1194,G1008,,ชมรมเพื่อนโรคไตโรงพยาบาลชลบุรี,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1195,G1031,,ชมรมผู้ปกครองบุคคลออทิสติก จังหวัดชลบุรี,,หนองรี,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1196,G1040,,ชมรมอาสาสมัครสาธารณสุขจังหวัดชลบุรี,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1197,G1053,,ชมรมผุ้ปกครองแอลดีจังหวัดชลบุรี,,เสม็ด,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1198,G1061,,ชมรมเพื่อคนพิการทางสติปัญญาจังหวัดชลบุรี,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
